Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1960,1,64.6,57.6,71.62,67.26439523
1960,2,54.84,48.17,61.67,52.95751278
1960,3,41.84,34.65,48.82,41.0897615
1960,4,81.86,74.23,89.53,87.17480409
1960,5,131.29,123.68,138.76,125.9248552
1960,6,96.04,88.23,103.96,95.15083475
1960,7,79.59,71.93,86.63,83.51945486
1960,8,63.36,55.73,71.54,72.0892845
1960,9,71.5,63.66,79.06,73.34083475
1960,10,52.31,44.45,60.03,59.89611584
1960,11,67.64,60.2,75.68,68.11463373
1960,12,32.78,25.84,39.91,37.97022147
1961,1,24.59,18.37,31.31,26.33844974
1961,2,36.8,29.6,43.85,34.47672913
1961,3,64.49,57.3,71.61,63.9948552
1961,4,51.52,43.85,58.94,57.13984668
1961,5,39.63,32.1,47.35,39.1316184
1961,6,81.32,73.65,89.12,82.13320273
1961,7,71.44,63.93,79.24,74.23729131
1961,8,60.23,52.67,68.14,68.17625213
1961,9,147.25,139.26,154.98,152.139063
1961,10,54.94,46.61,63.47,59.2360477
1961,11,62.21,54.32,69.65,65.44962521
1961,12,51.65,44.65,58.47,56.97982964
1962,1,72.39,65.34,79.37,76.86284497
1962,2,58.87,51.94,66.15,57.79684838
1962,3,29.39,22.65,36.35,24.32613288
1962,4,40.97,33.43,48.22,47.8225724
1962,5,65.19,58.12,73.11,65.08149915
1962,6,60.7,53.01,68.62,60.78354344
1962,7,56.08,48.48,63.52,62.65034072
1962,8,61.8,54.24,69.72,73.38659284
1962,9,78.3,70.67,86.13,82.23279387
1962,10,63.94,55.86,71.79,71.71407155
1962,11,27.47,20.38,34.96,29.51354344
1962,12,60.59,53.22,67.67,70.29396934
1963,1,41.5,34.89,48.27,46.66751278
1963,2,29.31,22.72,36.25,28.17681431
1963,3,62.96,55.69,70.29,59.14654174
1963,4,44.59,37.09,51.82,53.83971039
1963,5,77.33,69.64,85.02,79.73320273
1963,6,45.8,38.4,53.4,47.14608177
1963,7,70.86,63.54,78.36,78.42429302
1963,8,66.23,58.23,73.97,75.33936968
1963,9,65.69,57.92,73.01,66.54890971
1963,10,23.81,16.26,31.54,29.42165247
1963,11,63.58,55.92,71.15,68.16875639
1963,12,53.16,46.08,60.46,62.38204429
1964,1,43.61,36.66,50.62,46.49996593
1964,2,21.55,15.32,28.25,19.62120954
1964,3,52.23,45.36,59.63,53.41722317
1964,4,71.01,63.64,78.25,80.24202726
1964,5,71.87,64.54,79.78,71.07582624
1964,6,37.94,30.57,45.59,37.32385009
1964,7,79.52,72.06,86.86,86.94238501
1964,8,89.12,81.16,97,104.5029813
1964,9,95.58,87.97,103.36,98.01367973
1964,10,26.72,19.2,34.59,32.98925043
1964,11,67.79,60.03,75.01,73.14044293
1964,12,56.63,49.43,63.93,63.40686542
1965,1,76.4,69.32,83.62,82.24151618
1965,2,63.79,56.89,70.78,66.64415673
1965,3,51.91,44.96,59.06,50.50810903
1965,4,71.34,63.61,79.09,74.19207836
1965,5,68.24,61.13,76.25,66.04926746
1965,6,49.43,42.14,57.1,52.28623509
1965,7,50.63,43.25,57.89,59.33788756
1965,8,97.55,90.12,105.5,108.6613118
1965,9,161.78,153.73,169.62,162.9338671
1965,10,59.63,51.65,67.82,64.97608177
1965,11,78.75,71.39,86.64,78.92335605
1965,12,72.46,65.1,79.76,76.67693356
1966,1,44.87,37.82,52.07,47.57586031
1966,2,43.07,36.17,50.09,42.3090971
1966,3,73.09,66.1,80.37,70.98586031
1966,4,48.61,41.28,55.97,60.6988586
1966,5,43.7,35.87,51.25,47.07657581
1966,6,42.86,35.49,50.22,43.89410562
1966,7,38.52,31.31,45.77,45.32633731
1966,8,71.57,63.87,79.39,81.08669506
1966,9,50.07,41.87,57.79,50.99945486
1966,10,51.13,42.99,58.93,55.92596252
1966,11,120.29,112.78,127.95,120.1622147
1966,12,74.87,67.64,82.11,79.92051107
1967,1,73.63,66.39,80.47,77.03112436
1967,2,52.3,45.64,59.2,52.5425724
1967,3,36.37,29.69,43.52,34.17264055
1967,4,94.1,87.16,101.59,98.21752981
1967,5,47.67,40.47,55.13,46.79528109
1967,6,134.34,126.9,142.32,133.2971891
1967,7,41.69,34.45,49.03,44.83044293
1967,8,71.62,64.19,79.16,81.76473595
1967,9,58.31,50.75,66.07,57.13115843
1967,10,97.26,89.57,105.55,100.856661
1967,11,78.55,70.87,86.09,80.1167121
1967,12,70.82,63.36,78.29,73.55008518
1968,1,44.57,37.7,51.28,46.55103918
1968,2,54.1,47.17,61.22,55.60635434
1968,3,30.14,23.44,36.72,26.96359455
1968,4,60.91,53.58,68.72,70.56812606
1968,5,73.72,66,81.45,73.67458262
1968,6,109.13,101.3,116.98,105.6605792
1968,7,58.11,50.3,65.41,62.47373083
1968,8,81.94,73.98,89.6,93.20759796
1968,9,98.32,90.25,106.13,93.3420954
1968,10,54.71,46.99,63.14,57.77608177
1968,11,69.07,61,76.69,67.21160136
1968,12,88.13,80.79,95.25,94.59761499
1969,1,74.71,67.16,81.87,76.31991482
1969,2,19.76,13.48,26.41,14.59618399
1969,3,37.53,30.52,44.64,35.87223169
