Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1974,1,14.33,7.69,21.74,30.55594407
1974,2,10.58,5.05,17.11,27.44451274
1974,3,14.16,7.7,21.15,30.48123596
1974,4,70.2,61.39,79.14,81.67136273
1974,5,99.03,90.25,107.76,111.545736
1974,6,71.91,63.58,79.95,86.54564872
1974,7,39.89,32.31,47.4,51.02205194
1974,8,34.02,26.22,41.77,46.89255289
1974,9,26.33,19.09,33.91,43.03572424
1974,10,29.67,22.13,37.45,51.86667771
1974,11,37.11,29.69,44.81,56.09833082
1974,12,22.55,15.09,30.12,42.1497296
1975,1,16.99,9.58,24.36,41.90635732
1975,2,13.62,6.85,20.6,34.99618845
1975,3,15.83,9.18,23.29,38.13995927
1975,4,63.64,54.82,72.52,87.56729452
1975,5,117.26,108.7,126.21,113.700853
1975,6,59.49,51.58,67.89,66.79782899
1975,7,30.94,23.59,38.42,40.49995264
1975,8,18.46,12.02,25.39,27.00942928
1975,9,22.17,15.05,29.7,29.53932862
1975,10,18.4,11.79,25.7,30.40554914
1975,11,37.06,29.42,44.44,41.24279269
1975,12,23.84,16.62,31.61,38.70630548
1976,1,13.13,6.93,20.4,31.91047717
1976,2,13.99,7.55,20.99,29.96465657
1976,3,29.23,21.74,36.51,46.42929734
1976,4,111.99,103.12,121.41,146.9499829
1976,5,81.97,73.51,90.8,76.3236342
1976,6,51.65,43.53,59.65,44.73520487
1976,7,28.9,21.69,36.62,31.77867771
1976,8,19.5,13.03,26.25,25.21839201
1976,9,11.45,6.34,17.72,21.60547235
1976,10,12.52,7.37,19.04,22.69495425
1976,11,11.35,6.27,17.19,23.65381535
1976,12,7.95,3.85,13.32,20.89837096
1977,1,7.09,3.03,12.79,16.46384097
1977,2,6.68,2.86,12.23,15.27160516
1977,3,45.16,37.53,53.02,36.6643925
1977,4,89.31,80.48,98.17,85.38982509
1977,5,64.84,55.72,73.45,48.71132024
1977,6,37.99,29.98,46.16,32.53701924
1977,7,30.55,23.01,38.08,29.89662051
1977,8,25.13,18.11,32.2,25.53353627
1977,9,61.56,54.16,69.2,78.9855961
1977,10,49.73,42.21,57.47,76.756876
1977,11,41.7,33.94,49.47,63.23943289
1977,12,32.54,24.89,40.08,47.69215805
1978,1,20.31,13.06,27.89,38.84495591
1978,2,13.28,6.86,20.48,31.62993501
1978,3,14.1,7.57,21.56,32.29641471
1978,4,55,45.87,63.9,69.0100268
1978,5,84.36,75.41,93.14,78.7485486
1978,6,56.97,48.89,64.91,64.44545481
1978,7,37.18,29.63,44.81,50.61556151
1978,8,37.02,29.58,44.56,42.78915274
1978,9,25.42,18.24,32.86,37.83878002
1978,10,20.21,13.26,27.54,34.81006538
1978,11,13.47,7.61,20.24,31.34204726
1978,12,9.77,4.98,16.48,32.93322797
1979,1,8.39,3.66,14.79,31.70951562
1979,2,8.3,3.58,14.36,28.83120643
1979,3,22.28,15.03,30.22,39.12127805
1979,4,93.13,84.23,102.41,117.5470421
1979,5,141.04,131.76,150.21,160.9891305
1979,6,77.14,68.92,85.53,86.94723508
1979,7,37.78,30.48,45.4,47.41094236
1979,8,23.9,17.03,31.31,36.12936497
