Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1950,1,32.134173,20.656985,43.460719,38.48
1950,2,32.587317,20.467109,44.161333,38.89
1950,3,21.459165,12.135077,31.142436,30.52
1950,4,8.383607,-0.298125,17.529044,14.06
1950,5,9.919152,-3.096296,22.85368,7
1950,6,36.16686,24.389048,47.970944,49.83
1950,7,66.014934,52.730093,79.745189,73.9
1950,8,102.577522,88.920455,116.709744,113.48
1950,9,139.000106,124.608664,154.617112,152.04
1950,10,116.485275,101.154845,131.625077,138.72
1950,11,177.807452,162.889043,192.701967,191.88
1950,12,76.638807,62.077442,90.977602,78.14
1951,1,29.0148,17.239419,40.515306,31.25
1951,2,12.282915,0.41306,24.552543,16.49
1951,3,16.608044,7.159506,26.609923,15.75
1951,4,3.528002,-5.21755,12.26351,3.3
1951,5,14.989433,2.282373,27.724385,15.55
1951,6,33.060272,21.474371,45.055044,34.2
1951,7,77.257189,63.129277,91.485273,79.05
1951,8,120.600585,106.922642,134.0411,124.35
1951,9,165.658667,151.224064,180.398429,178.93
1951,10,146.599626,131.455119,161.765528,156.7
1951,11,162.157383,147.582232,176.655385,161.23
1951,12,75.213603,60.857706,89.585276,74.78
1952,1,27.481126,15.709866,39.599238,29.74
1952,2,20.67585,8.891939,32.631924,22.41
1952,3,19.047344,9.86207,28.727517,19.04
1952,4,5.357802,-3.595703,13.89698,5.82
1952,5,26.615911,13.465487,39.506055,29.47
1952,6,33.747316,22.109949,45.490979,37.48
1952,7,96.742721,82.880978,110.119578,102.13
1952,8,114.374599,100.422103,128.233269,121.89
1952,9,162.082077,147.759301,176.907153,169.5
1952,10,221.415011,206.239894,236.17501,235.02
1952,11,115.929561,101.082167,130.745394,110.33
1952,12,73.090375,58.845157,87.601485,77.03
1953,1,32.086747,20.666229,43.620824,34.34
1953,2,30.60595,18.873,42.016467,35.29
1953,3,19.850576,9.947562,29.077825,20.99
1953,4,13.868374,5.260576,22.737156,25.17
1953,5,13.791597,1.170665,26.697898,20.44
1953,6,29.59987,17.577858,40.651761,36.21
1953,7,89.846358,76.314071,103.741395,96.74
1953,8,113.89042,99.134624,127.14456,117.7
1953,9,181.180001,166.786507,195.59468,188.23
1953,10,139.450156,124.614072,154.913011,152.86
1953,11,141.712674,127.506378,155.695258,143.33
1953,12,115.967904,101.792046,130.240167,124.16
1954,1,40.763115,28.77952,52.021722,44.31
1954,2,15.157546,3.558889,27.027628,13.88
1954,3,24.531299,14.652354,34.099023,30.88
1954,4,4.056159,-5.007952,13.048088,7.26
1954,5,31.373072,18.108286,43.620961,37.43
1954,6,34.334869,22.795734,46.058952,37.12
1954,7,82.99491,69.504784,96.569568,90
1954,8,125.27992,111.917339,139.473273,129.42
1954,9,133.341808,119.036767,148.20375,143.69
1954,10,146.918133,132.321802,162.389104,165.01
1954,11,130.411759,115.34264,144.564724,138.54
1954,12,89.214437,75.404492,103.308893,94.05
1955,1,39.200412,27.633876,50.584866,48.02
1955,2,17.506689,5.557558,29.433574,16.27
1955,3,20.113582,10.298957,29.439674,22.38
1955,4,2.798247,-5.920081,11.778397,1.64
1955,5,29.188388,17.021778,42.551957,30.83
1955,6,45.342957,33.800305,56.480701,52.5
1955,7,78.694466,65.744104,92.662043,83.96
1955,8,132.359871,119.227395,145.982129,139.2
1955,9,164.063464,150.02331,178.251697,170.49
1955,10,183.190935,167.723701,197.740281,174.12
1955,11,171.804427,156.893557,186.090981,168.51
1955,12,78.16785,63.794122,92.20067,74.88
1956,1,39.402613,27.537807,51.065831,29.9
1956,2,23.345739,11.630516,35.748061,16.2
1956,3,16.950795,7.525086,26.273745,18.79
1956,4,5.479985,-3.350168,14.142093,4.6
1956,5,13.471918,-0.096672,26.590226,14.43
1956,6,29.82995,17.924138,41.353633,30.43
1956,7,67.543591,54.057181,81.029967,64.28
1956,8,96.614259,82.349287,110.23322,95.1
1956,9,161.786761,147.339398,176.349774,155.42
1956,10,125.368249,111.437671,140.160195,125.26
1956,11,171.723021,156.955172,186.30533,155.52
1956,12,67.579141,53.438128,82.610541,63.39
1957,1,40.754586,29.056331,52.67393,40.34
1957,2,13.591982,1.509865,25.944741,12.6
1957,3,18.488438,8.770763,27.69109,11.35
1957,4,4.773267,-3.679742,14.204206,5.95
1957,5,25.276095,12.489509,38.025364,21.99
1957,6,28.297091,17.103418,40.451177,34.72
1957,7,72.708272,59.091077,86.414338,71.98
1957,8,131.888137,118.124955,145.2422,123.76
1957,9,147.453428,132.640899,161.994813,126.18
1957,10,176.592123,161.86136,191.879592,167.54
1957,11,135.570096,120.551079,149.250006,136.02
1957,12,72.545827,58.312762,86.229986,68.69
1958,1,38.991115,27.412729,50.650122,39.35
1958,2,33.096162,21.460627,44.493357,23.58
1958,3,15.657294,6.068243,25.069575,10.89
1958,4,5.086855,-3.777719,13.782355,5
1958,5,26.607918,13.5499,39.087325,19.87
1958,6,40.109692,28.482985,52.160055,46.13
1958,7,56.31577,42.145262,69.583654,48.48
1958,8,113.511436,100.61286,127.512813,111.02
1958,9,128.706676,113.741378,143.649142,122.68
1958,10,163.459341,148.800715,177.970529,163.92
1958,11,150.605117,136.032882,165.430388,137.55
1958,12,90.941371,77.088129,104.904299,80.5
1959,1,27.948342,16.628022,39.538851,20.19
1959,2,12.460744,0.292334,24.191885,12.21
1959,3,14.275558,5.022425,23.964101,14.64
1959,4,2.813963,-6.166769,11.618016,0.03
1959,5,6.526712,-6.276275,19.424797,-4.05
1959,6,38.430618,26.28496,50.010899,29.37
1959,7,75.032184,61.526972,88.855637,55.71
1959,8,92.658574,79.314366,106.383185,75.06
1959,9,158.737171,144.866877,172.729139,162.59
1959,10,178.328442,164.31988,193.229873,187.28
1959,11,150.202223,135.424184,164.79579,151.9
1959,12,60.500541,45.720245,74.764486,56.69
1960,1,34.649841,23.254789,45.921898,39.42
1960,2,29.94271,18.114293,41.912538,27.73
1960,3,25.440407,15.7291,34.711995,19.48
1960,4,1.404405,-7.46525,10.362338,0.57
1960,5,5.887241,-6.416078,19.275437,-3.87
1960,6,30.465449,18.712171,42.377093,25.09
1960,7,77.415156,63.948393,91.133704,70.71
1960,8,96.807938,83.231735,110.538305,94.09
1960,9,133.465056,118.863139,147.965262,123.07
1960,10,193.793109,178.441754,209.375894,168.5
1960,11,133.773637,119.854077,148.419548,120.23
1960,12,116.184587,103.356118,129.867088,101.56
1961,1,30.263998,18.792425,41.490077,22.61
1961,2,10.635145,-1.015411,22.899499,5.16
1961,3,16.805104,7.462531,26.314743,13.06
1961,4,1.959894,-7.359245,10.505875,4.23
1961,5,21.721878,8.50412,35.088391,17.56
1961,6,31.566101,19.422755,43.266806,29.88
1961,7,49.601197,36.335333,62.969178,43.58
1961,8,100.745593,86.987141,114.879584,97.4
1961,9,147.705781,132.222472,162.132232,129.35
1961,10,170.932297,156.262884,186.614194,163.29
1961,11,153.645234,138.67889,168.085609,145.8
1961,12,105.511697,91.270223,119.572435,97.67
1962,1,38.673683,26.987092,50.562616,34.08
1962,2,16.748605,5.58625,28.866394,5.96
1962,3,13.095049,3.517034,22.965089,8.86
1962,4,4.928443,-3.648477,13.78327,5.55
1962,5,10.516581,-2.253247,23.918368,-0.03
1962,6,32.636807,20.794858,44.39391,21.14
1962,7,93.70964,80.013723,107.730538,81.59
1962,8,102.739809,88.852347,116.542588,86.09
1962,9,164.643627,150.141887,178.531294,151.37
1962,10,146.750985,131.342518,161.272996,132.5
1962,11,114.685321,100.938169,129.848565,111.27
1962,12,98.025597,83.954361,112.225362,93.23
1963,1,32.311225,20.578664,44.299859,19.12
1963,2,18.599909,7.134865,30.22217,8.18
1963,3,9.075024,-0.344237,18.893604,7.78
1963,4,3.079437,-5.695347,12.067169,2.67
1963,5,12.525763,0.253198,24.904693,0.92
1963,6,34.431959,22.954506,45.901573,20.19
1963,7,73.895606,60.069848,87.577204,65.08
1963,8,120.919023,107.496367,135.180464,111.83
1963,9,140.772769,126.362304,155.120713,130.5
1963,10,116.300904,101.249632,130.481077,114.2
1963,11,149.695233,135.565932,164.105732,147.37
1963,12,111.807103,97.294007,125.819787,115.36
1964,1,32.170356,20.655451,43.712511,31.42
1964,2,22.287663,10.917241,34.145561,25.41
1964,3,20.188785,10.806863,29.243489,16.71
1964,4,5.211971,-3.522503,14.009625,4.07
1964,5,24.853289,12.087538,37.330181,25.86
1964,6,33.604598,22.017384,44.95742,38.52
1964,7,84.686021,71.327383,99.029085,89.03
1964,8,126.397449,112.212574,140.485161,129.81
1964,9,153.024213,138.084584,167.291833,162.34
1964,10,160.017352,145.176267,174.793329,168.92
1964,11,124.881185,109.856948,139.017827,122.82
1964,12,83.684156,69.875,98.16852,80.61
1965,1,42.154509,30.345204,53.812226,47.12
1965,2,19.08815,7.627067,30.914963,22.4
1965,3,19.039901,9.427908,28.374812,19.35
1965,4,3.674582,-5.291782,12.587475,2.54
1965,5,9.65101,-2.983851,21.99034,7.51
1965,6,38.208134,26.939204,49.77451,41.64
1965,7,86.804775,72.621229,100.302001,78.99
1965,8,110.934668,97.321403,124.587967,105.18
1965,9,109.312606,94.750405,123.453895,106.07
1965,10,180.793522,165.206911,195.839219,178.91
1965,11,124.375098,109.971944,139.136393,122.33
1965,12,67.576788,53.469273,81.413453,68.05
1966,1,48.163767,36.227238,59.904855,56.03
1966,2,14.017897,2.516587,25.54883,14.98
1966,3,15.498455,6.126967,24.91316,15.16
1966,4,4.881002,-3.712593,13.752779,7.06
1966,5,29.046926,16.178269,41.422186,29.34
1966,6,25.691305,13.902332,37.733291,17.44
1966,7,93.688596,80.094025,107.750528,86.88
1966,8,108.920918,95.93843,122.169618,106.82
1966,9,170.290349,155.684129,185.26919,161.75
1966,10,165.258639,150.115779,179.757309,171.41
1966,11,109.307772,94.833628,124.510455,102.15
1966,12,82.812535,68.477059,96.879964,94.42
1967,1,32.634369,21.400874,44.193547,41.53
1967,2,35.836126,23.558977,47.838398,39.4
1967,3,16.333048,7.676852,26.275695,13.57
1967,4,3.323074,-5.445871,12.277839,2.67
1967,5,19.528943,7.059985,32.579845,19.21
1967,6,28.171115,16.502198,40.27979,21.9
1967,7,68.233334,54.969706,82.547629,65.84
1967,8,117.366497,103.914621,130.953221,116.17
1967,9,146.199819,131.688591,161.235539,147.03
1967,10,146.281117,130.953947,162.065448,157.9
1967,11,138.859309,123.681724,153.231279,137.82
1967,12,64.543715,49.905267,79.650284,65.25
1968,1,25.464028,13.746624,37.251021,33.64
1968,2,20.671782,8.528144,32.038817,25.82
1968,3,14.539165,4.979606,24.358823,12.53
1968,4,4.8016,-3.866927,13.265746,2.3
1968,5,10.787948,-1.63556,23.581793,11.55
1968,6,29.514435,17.630137,41.399889,29.88
1968,7,67.751078,54.339759,81.927015,67.59
1968,8,104.945858,91.357865,118.189532,105.06
1968,9,114.683139,100.30698,129.857808,120.35
1968,10,167.679218,152.713301,182.301191,179.69
1968,11,131.105187,116.322846,145.946074,144.43
1968,12,101.33864,87.172933,115.443551,114.51
1969,1,30.840198,18.944476,42.490723,32
1969,2,18.399702,6.909392,29.691501,18.27
1969,3,20.793891,11.345286,30.439044,21.4
1969,4,-0.723373,-10.253989,8.382025,0.05
1969,5,6.881771,-6.367971,19.225701,10.84
1969,6,26.358767,14.707879,38.353126,28.02
1969,7,49.626204,35.797806,63.439733,52.44
1969,8,104.538932,91.330344,118.080741,106.89
1969,9,152.056239,137.770373,166.214247,156.99
1969,10,175.725787,160.715216,190.698708,190.28
1969,11,126.144606,111.715097,141.256061,134.55
1969,12,81.954766,67.827128,95.664253,97.19
1970,1,29.360848,17.675959,40.909002,34.18
1970,2,15.319906,3.624658,26.796,17.01
1970,3,15.802032,6.166529,25.506553,12.43
1970,4,2.973852,-5.559055,12.097335,1.8
1970,5,3.255197,-9.264346,16.505578,0.94
1970,6,30.797558,18.641176,42.540198,30.93
1970,7,49.306132,35.916268,62.952499,44.52
1970,8,114.739693,101.509187,128.304062,104.28
1970,9,122.835011,108.371563,137.884089,117.96
1970,10,135.078932,119.714375,150.055604,140.28
1970,11,151.247698,136.932871,165.86273,161.7
1970,12,89.110481,74.434592,103.057693,111.47
1971,1,39.620197,28.390853,51.211426,50.81
1971,2,10.30295,-1.711864,22.160696,14.32
1971,3,17.196403,7.614893,26.447019,16.8
1971,4,5.534422,-3.169356,14.589778,5.74
1971,5,10.09063,-2.527227,23.340755,6.61
1971,6,20.750944,8.697476,32.49583,12.82
1971,7,89.664554,75.829209,103.607949,84.41
1971,8,97.136451,84.10149,109.98296,100.22
1971,9,103.326088,89.036004,118.845627,101.26
1971,10,116.614069,101.941789,131.4809,109.49
1971,11,176.598188,162.267316,191.385194,202.24
1971,12,82.951538,69.108098,97.275349,95.13
1972,1,51.36631,40.309894,63.342496,69.23
1972,2,21.252999,9.489771,32.857449,25.19
1972,3,16.998401,8.120952,26.017691,19.46
1972,4,3.205522,-5.731427,12.151602,8.73
1972,5,3.817148,-8.175231,16.255502,2.44
1972,6,35.502859,23.726708,47.028764,36.59
1972,7,50.816138,36.689329,64.410438,44.38
1972,8,91.111374,78.013666,104.789399,81.16
1972,9,122.854819,108.111845,138.000224,133.36
1972,10,165.857872,150.456068,180.827434,186.32
1972,11,110.318314,95.978509,124.987469,119.31
1972,12,58.31614,43.754164,72.453416,79.63
1973,1,31.677766,19.61595,43.353091,49.74
1973,2,27.833643,16.265635,40.278583,34.29
1973,3,7.098167,-2.270943,16.508275,6.06
1973,4,5.336879,-3.271071,14.205489,13.84
1973,5,14.842323,1.68495,27.063745,21.16
1973,6,20.378827,8.633612,32.541712,23.96
1973,7,70.288993,56.916031,84.147857,70.66
1973,8,93.479431,80.149898,107.391253,92.15
1973,9,164.379705,149.861944,179.532567,175.84
1973,10,144.723692,129.498359,160.08376,160.57
1973,11,149.450797,134.876905,164.264817,153.92
1973,12,98.377059,83.946328,112.318912,107.77
1974,1,27.031748,15.322832,38.608349,28.3
1974,2,26.282261,14.253674,38.063627,35.24
1974,3,18.099778,8.935484,27.540227,21.63
1974,4,3.872687,-4.709098,12.899126,6.19
1974,5,15.67523,2.719014,27.669136,18.8
1974,6,32.550185,20.991049,44.520672,35.59
1974,7,72.20955,58.970064,85.194358,68.66
1974,8,100.608412,86.506955,114.192963,96.25
1974,9,160.798773,146.447819,175.296877,166.66
1974,10,149.089384,134.390982,163.792526,158.11
1974,11,113.787385,99.360712,128.454575,122.98
1974,12,74.416948,60.522116,88.455482,78.76
1975,1,32.339192,21.10136,43.926367,37.95
1975,2,23.224398,11.34369,34.903538,30.63
1975,3,21.932513,12.262272,31.069145,27.95
1975,4,9.11995,0.226287,17.700667,19.71
1975,5,2.215563,-9.805087,14.997949,-0.57
1975,6,22.97462,11.202975,34.733596,19.59
1975,7,86.397738,72.491489,99.987374,78.09
1975,8,96.184583,83.009444,109.86169,103.41
1975,9,164.35816,150.016111,179.275407,171.18
1975,10,137.2505,122.148296,152.701938,155.46
1975,11,115.399316,100.61977,129.715159,120.5
1975,12,93.116198,78.484198,106.962277,108.39
1976,1,33.930024,21.70685,45.784842,48.26
1976,2,6.385908,-5.680166,18.049973,10.8
1976,3,14.338244,4.846189,24.094002,11.62
1976,4,7.317244,-1.439484,16.119395,13.28
1976,5,21.319777,8.021979,34.071681,25.92
1976,6,24.963915,13.10361,36.411402,22.62
1976,7,66.497388,52.667767,80.132917,70.66
1976,8,118.121688,103.897474,131.772346,120.21
1976,9,155.116833,140.707732,170.185383,163.52
1976,10,181.082997,165.768693,196.341316,201.71
1976,11,143.940292,129.582192,158.475266,140.75
1976,12,69.024543,54.55738,84.600415,68.6
1977,1,24.186326,12.613338,35.71107,19.53
1977,2,15.028536,3.422856,27.174861,12
1977,3,14.333136,4.825624,23.839327,8.58
1977,4,0.860642,-7.842939,9.918983,1.26
1977,5,6.607001,-5.493744,19.409005,2.56
1977,6,31.835129,20.685747,43.066433,29.48
1977,7,63.952971,50.373032,77.359442,63.58
1977,8,102.334124,88.65835,115.410356,109.55
1977,9,120.898143,105.78815,135.66813,135.39
1977,10,182.0373,167.862478,197.106613,200.19
1977,11,125.598765,111.348322,139.847294,139.51
1977,12,79.158337,64.547753,93.342638,95.48
1978,1,29.305525,17.434873,40.611234,32.69
1978,2,10.75015,-1.043448,22.677837,8.19
1978,3,10.805404,1.309617,20.746457,11.82
1978,4,3.567955,-5.424251,12.309242,3.51
1978,5,-3.198424,-16.003862,9.702011,-3.3
1978,6,20.01801,8.422263,31.965451,9.17
1978,7,63.746855,49.616841,76.977197,51.63
1978,8,87.024343,73.427292,100.512153,74.04
1978,9,135.11785,120.157247,148.988469,135.25
1978,10,164.33985,149.020889,179.526374,181.47
1978,11,127.162601,112.952609,141.554328,128.68
1978,12,90.225406,75.508702,104.964766,94.65
1979,1,32.671342,20.918753,44.74687,40.75
1979,2,8.812494,-3.614055,19.954806,12.06
1979,3,13.378804,4.198296,22.566482,10.86
1979,4,0.02947,-9.064162,8.857108,2.87
1979,5,8.966175,-4.03781,21.414754,5.74
1979,6,29.882898,18.093201,42.035739,27.51
1979,7,52.900376,39.6723,66.922377,43.54
1979,8,108.627653,94.753812,122.452425,110.54
1979,9,128.868962,114.102221,143.772711,135.3
1979,10,169.715333,154.21198,185.112337,191.57
1979,11,116.814917,102.688485,131.826613,124.14
1979,12,80.103715,65.681088,94.160637,91.99
1980,1,43.332042,31.666566,54.779982,52.24
1980,2,28.540188,16.898616,40.662389,29.74
1980,3,14.098513,4.886029,23.891719,14.91
1980,4,1.392537,-7.60595,10.483808,1.04
1980,5,6.818784,-5.479568,20.13359,5.23
1980,6,37.814509,25.835303,49.940295,38.42
1980,7,53.502766,39.095731,67.092107,48.93
1980,8,80.778754,67.496045,95.024562,80.33
1980,9,164.499063,149.522314,179.41091,175.1
1980,10,217.173404,202.080708,232.052061,240.44
1980,11,130.595594,115.535133,144.739224,140.12
1980,12,80.734897,66.901502,94.988123,84.78
1981,1,31.523076,20.423003,42.808443,31.03
1981,2,9.895709,-2.268636,21.87365,12.64
1981,3,19.154297,9.699793,28.864413,16.26
1981,4,3.305841,-5.772386,12.035157,0.78
1981,5,13.998273,1.430811,26.984233,10.84
1981,6,27.501298,15.027013,39.76147,25.55
1981,7,74.856375,61.54798,88.400852,69.93
1981,8,96.70766,83.037697,110.585664,98.83
1981,9,169.803666,155.377552,185.081132,183.63
1981,10,165.38297,150.02034,180.312675,185.93
1981,11,121.252021,105.84276,135.422826,131.27
1981,12,87.594295,73.657016,101.734196,96.99
1982,1,35.861906,23.751111,47.001213,49.8
1982,2,12.82811,0.825505,24.748973,12.08
1982,3,13.430878,4.32245,22.696353,13.17
1982,4,4.547813,-4.160185,13.552176,13.05
1982,5,0.762252,-11.860124,12.918797,-3.39
1982,6,29.80174,17.907868,41.50081,24.16
1982,7,60.848603,47.050596,74.580641,50.74
1982,8,126.490658,112.773092,139.458825,125.32
1982,9,117.865998,103.033062,132.24335,119.86
1982,10,150.988608,136.068012,165.524677,166.1
1982,11,141.174603,125.548801,155.216696,143.33
1982,12,80.557237,65.816675,94.425447,94.17
1983,1,44.305274,32.27355,55.884028,60.01
1983,2,27.202189,15.200203,39.15097,31.92
1983,3,21.12263,11.687671,30.578756,27.88
