Year,Month,Median,2.5 Percentile,97.5 Percentile
1950,   1,4270,4102,4435
1950,   2,3751,3588,3906
1950,   3,3940,3777,4115
1950,   4,4529,4346,4708
1950,   5,4754,4551,4961
1950,   6,4988,4787,5182
1950,   7,5136,4964,5317
1950,   8,5240,5066,5421
1950,   9,5236,5052,5425
1950,  10,5269,5087,5463
1950,  11,5207,5023,5382
1950,  12,4848,4680,5030
1951,   1,4237,4095,4410
1951,   2,4269,4096,4431
1951,   3,4909,4724,5073
1951,   4,5145,4963,5316
1951,   5,5561,5369,5732
1951,   6,5631,5436,5825
1951,   7,5785,5594,5977
1951,   8,5886,5704,6052
1951,   9,5870,5725,6031
1951,  10,5923,5752,6094
1951,  11,5848,5637,6035
1951,  12,5913,5735,6081
1952,   1,5571,5415,5723
1952,   2,5568,5409,5734
1952,   3,5588,5426,5752
1952,   4,5834,5669,6020
1952,   5,6016,5858,6194
1952,   6,6142,5948,6324
1952,   7,6178,6009,6362
1952,   8,6344,6172,6523
1952,   9,6296,6080,6488
1952,  10,6010,5823,6201
1952,  11,5899,5735,6070
1952,  12,5898,5718,6078
1953,   1,5800,5630,5956
1953,   2,5597,5456,5756
1953,   3,5648,5489,5817
1953,   4,5746,5567,5938
1953,   5,5944,5776,6108
1953,   6,5991,5799,6168
1953,   7,6135,5958,6313
1953,   8,6055,5866,6261
1953,   9,5964,5771,6167
1953,  10,5883,5705,6041
1953,  11,5934,5753,6142
1953,  12,5627,5429,5795
1954,   1,4654,4508,4824
1954,   2,4323,4163,4468
1954,   3,5371,5211,5558
1954,   4,5537,5355,5713
1954,   5,5659,5492,5830
1954,   6,5777,5609,5975
1954,   7,5873,5705,6068
1954,   8,5931,5761,6109
1954,   9,5903,5720,6055
1954,  10,5853,5644,6033
1954,  11,5971,5805,6168
1954,  12,5749,5587,5920
1955,   1,5474,5311,5645
1955,   2,5085,4920,5232
1955,   3,5381,5188,5563
1955,   4,5574,5403,5746
1955,   5,5695,5519,5894
1955,   6,5729,5552,5903
1955,   7,5857,5686,6049
1955,   8,5742,5548,5901
1955,   9,5600,5385,5779
1955,  10,5422,5243,5586
1955,  11,5223,5056,5394
1955,  12,5125,4942,5308
1956,   1,3807,3659,3950
1956,   2,3893,3746,4055
1956,   3,4630,4464,4805
1956,   4,5124,4961,5304
1956,   5,5217,5035,5391
1956,   6,5389,5193,5578
1956,   7,5433,5249,5603
1956,   8,5420,5241,5612
1956,   9,5321,5134,5495
1956,  10,5321,5157,5490
1956,  11,5022,4825,5202
1956,  12,5007,4826,5199
1957,   1,4120,3941,4276
1957,   2,4366,4207,4513
1957,   3,4805,4632,4971
1957,   4,4939,4756,5088
1957,   5,4948,4762,5127
1957,   6,5052,4892,5237
1957,   7,5291,5054,5464
1957,   8,5085,4903,5270
1957,   9,5168,4976,5333
1957,  10,4929,4768,5093
1957,  11,4963,4787,5127
1957,  12,4791,4615,4968
1958,   1,3827,3671,4007
1958,   2,3754,3609,3907
1958,   3,4614,4467,4772
1958,   4,4599,4412,4780
1958,   5,4997,4838,5172
1958,   6,4905,4736,5071
1958,   7,4905,4729,5083
1958,   8,4925,4743,5104
1958,   9,4880,4673,5039
1958,  10,4797,4607,4965
1958,  11,4631,4455,4804
1958,  12,4482,4289,4657
1959,   1,3356,3196,3533
1959,   2,3640,3451,3798
1959,   3,4265,4125,4447
1959,   4,4357,4170,4525
1959,   5,4722,4560,4917
1959,   6,4797,4610,4965
1959,   7,4785,4625,4972
1959,   8,4869,4696,5058
1959,   9,4846,4663,5002
1959,  10,4914,4725,5110
1959,  11,4896,4686,5076
1959,  12,4941,4764,5129
1960,   1,4640,4471,4784
1960,   2,4180,4040,4342
1960,   3,4656,4490,4811
1960,   4,4811,4641,5016
1960,   5,5284,5124,5469
1960,   6,5519,5353,5701
1960,   7,5735,5528,5948
1960,   8,5762,5606,5943
1960,   9,5611,5456,5776
1960,  10,5560,5401,5724
1960,  11,5441,5260,5605
1960,  12,5124,4964,5282
1961,   1,4885,4738,5035
1961,   2,5045,4871,5201
1961,   3,5129,4959,5306
1961,   4,5217,5033,5422
1961,   5,5226,5057,5413
1961,   6,5251,5083,5451
1961,   7,5338,5151,5511
1961,   8,5303,5124,5463
1961,   9,5317,5153,5490
1961,  10,5242,5098,5408
1961,  11,5272,5103,5426
1961,  12,5067,4908,5217
1962,   1,4214,4058,4408
1962,   2,4099,3953,4242
1962,   3,4851,4674,5033
1962,   4,5078,4883,5254
1962,   5,5199,5023,5392
1962,   6,5246,5071,5440
1962,   7,5232,5057,5401
1962,   8,5215,5069,5401
1962,   9,5243,5064,5410
1962,  10,5118,4947,5285
1962,  11,5047,4847,5209
1962,  12,4686,4489,4844
1963,   1,3956,3816,4108
1963,   2,3638,3502,3786
1963,   3,4362,4218,4535
1963,   4,4689,4512,4872
1963,   5,4745,4575,4913
1963,   6,4793,4635,4966
1963,   7,4882,4711,5052
1963,   8,4935,4742,5105
1963,   9,4826,4672,4989
1963,  10,4804,4651,4952
1963,  11,4696,4541,4867
1963,  12,4510,4332,4660
1964,   1,3769,3608,3942
1964,   2,3648,3502,3791
1964,   3,4169,4001,4335
1964,   4,4230,4034,4407
1964,   5,4493,4291,4657
1964,   6,4543,4365,4714
1964,   7,4598,4430,4760
1964,   8,4604,4418,4771
1964,   9,4666,4495,4816
1964,  10,4576,4412,4743
1964,  11,4532,4367,4711
1964,  12,4357,4202,4509
1965,   1,3670,3504,3846
1965,   2,3797,3652,3939
1965,   3,4091,3947,4280
1965,   4,4387,4198,4547
1965,   5,4759,4592,4952
1965,   6,4833,4648,5003
1965,   7,4917,4727,5084
